cond,block_nr,trial_nr,set-size,target,target_color,selected_color,rt
continuous,0,0,8,"(0, 400)","[222, 0, 34]","[216, 0, 40]",8.589996916000018
continuous,0,1,8,"(200, -200)","[219, 0, 37]","[28, 0, 228]",2.4849123340000006
continuous,0,2,8,"(-200, -200)","[164, 92, 0]","[79, 0, 177]",2.5316342079995593
